IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
23.141.12.134,443,TRUE,HKG,HK,,,,AS150452
23.141.12.134,8443,TRUE,HKG,HK,,,,AS150452
23.141.52.32,8443,TRUE,HKG,HK,,,,AS152918
23.141.52.44,443,TRUE,SIN,HK,,,,AS150452
23.147.68.87,443,TRUE,HKG,HK,,,,AS150452
23.147.172.135,443,TRUE,HKG,HK,,,,AS150452
103.122.247.43,443,TRUE,HKG,HK,,,,AS152918
103.122.247.65,443,TRUE,HKG,HK,,,,AS150452
169.40.140.8,443,TRUE,HKG,HK,,,,AS150452
169.40.140.88,443,TRUE,HKG,HK,,,,AS152918
185.92.47.68,443,TRUE,HKG,HK,,,,AS150452
185.92.47.93,443,TRUE,HKG,HK,,,,AS150452
185.92.47.127,8443,TRUE,HKG,HK,,,,AS150452
