IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
23.249.18.189,443,TRUE,HKG,HK,,,,AS400618
23.249.25.69,443,TRUE,NRT,JP,Tokyo,,,AS400618
82.40.32.30,8443,TRUE,NRT,JP,Tokyo,,,AS16509
82.40.33.62,443,TRUE,NRT,JP,Tokyo,,,AS400618
104.251.233.112,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.15,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.15,8443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.21,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.56,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.63,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.137,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.167,443,TRUE,NRT,JP,Tokyo,,,AS152179
177.0.142.170,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.170,8443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.197,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.197,8443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.223,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.142.224,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.6,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.32,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.32,8443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.37,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.54,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.74,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.77,443,TRUE,NRT,JP,Tokyo,,,AS400618
177.0.143.77,8443,TRUE,NRT,JP,Tokyo,,,AS400618
177.2.20.146,8443,TRUE,HKG,HK,,,,AS400618
177.5.53.63,443,TRUE,NRT,JP,Tokyo,,,AS400618
