IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
2.58.95.52,443,TRUE,WAW,PL,Mazovia,,,AS26383
2.58.95.90,443,TRUE,WAW,PL,Mazovia,,,AS26383
2.58.95.107,443,TRUE,WAW,PL,Mazovia,,,AS26383
2.58.95.153,8443,TRUE,WAW,PL,Mazovia,,,AS26383
5.39.252.104,443,FALSE,,,,,,
5.39.252.126,2083,TRUE,AMS,DE,Hesse,,,AS26383
5.39.252.126,8443,TRUE,FRA,DE,Hesse,,,AS26383
5.39.254.80,2053,TRUE,LHR,GB,England,,,AS26383
23.26.124.9,443,TRUE,EWR,US,New York,,,AS26383
23.26.124.251,443,TRUE,EWR,US,New York,,,AS26383
23.26.156.44,443,TRUE,EWR,US,New York,,,AS26383
23.27.139.63,443,TRUE,ATL,US,Georgia,,,AS26383
23.27.139.111,443,TRUE,ATL,US,Georgia,,,AS26383
23.27.139.111,8443,TRUE,ATL,US,Georgia,,,AS26383
23.27.139.116,443,TRUE,ATL,US,Georgia,,,AS26383
23.27.139.150,443,TRUE,ATL,US,Georgia,,,AS26383
23.27.139.172,443,TRUE,ATL,US,Georgia,,,AS26383
23.164.240.48,8443,TRUE,ARN,FI,Uusimaa,,,AS26383
23.164.240.60,443,TRUE,ARN,FI,Uusimaa,,,AS26383
31.13.248.21,443,TRUE,SOF,BG,Sofia-Capital,,,AS26383
31.13.248.113,8443,TRUE,SOF,BG,Sofia-Capital,,,AS26383
31.13.248.158,443,TRUE,SOF,BG,Sofia-Capital,,,AS26383
31.13.248.168,443,FALSE,,,,,,
31.13.248.201,8443,TRUE,SOF,BG,Sofia-Capital,,,AS26383
31.192.244.36,443,TRUE,ARN,SE,Stockholm,,,AS26383
31.192.244.166,443,TRUE,ARN,SE,Stockholm,,,AS26383
31.192.244.235,443,TRUE,ARN,SE,Stockholm,,,AS26383
38.114.103.65,443,TRUE,LAX,US,California,,,AS26383
38.114.103.107,8443,TRUE,LAX,US,California,,,AS26383
38.114.103.250,443,TRUE,LAX,US,California,,,AS26383
38.135.53.14,443,TRUE,ARN,FI,Uusimaa,,,AS26383
38.135.53.145,443,TRUE,HEL,FI,Uusimaa,,,AS26383
38.135.53.176,443,FALSE,,,,,,
