IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
64.118.128.219,443,FALSE,,,,,,
64.118.134.8,8443,TRUE,HKG,HK,,,,AS138997
64.118.135.252,443,TRUE,HKG,HK,,,,AS138997
64.118.136.130,443,TRUE,SIN,SG,,,,AS138997
64.118.141.237,443,TRUE,SIN,SG,,,,AS138997
64.118.144.125,443,TRUE,NRT,JP,Tokyo,,,AS138997
64.118.144.136,443,TRUE,NRT,JP,Tokyo,,,AS138997
64.118.145.191,443,TRUE,NRT,JP,Tokyo,,,AS138997
64.118.147.138,443,TRUE,NRT,JP,Tokyo,,,AS138997
64.118.153.21,443,TRUE,SJC,US,California,,,AS138997
64.118.153.45,443,TRUE,SJC,US,California,,,AS138997
64.118.155.168,443,TRUE,SJC,US,California,,,AS138997
64.118.157.199,8443,TRUE,FRA,DE,Hesse,,,AS138997
64.118.159.55,443,TRUE,FRA,DE,Hesse,,,AS138997
64.118.159.70,443,TRUE,FRA,DE,Hesse,,,AS138997
64.118.159.219,443,TRUE,FRA,DE,Hesse,,,AS138997
65.75.220.114,8443,TRUE,SJC,US,California,,,AS138997
191.40.4.67,443,TRUE,FRA,DE,Hesse,,,AS138997
216.195.201.82,443,TRUE,NRT,JP,Tokyo,,,AS138997
216.195.204.29,443,TRUE,NRT,JP,Tokyo,,,AS138997
216.195.208.203,443,TRUE,SJC,US,California,,,AS138997
216.195.208.204,443,TRUE,SJC,US,California,,,AS138997
216.195.211.174,443,TRUE,SJC,US,California,,,AS138997
216.195.223.56,443,TRUE,SJC,US,California,,,AS138997
216.236.31.184,443,TRUE,FRA,DE,Hesse,,,AS138997
216.236.38.234,443,TRUE,HKG,HK,,,,AS138997
216.236.43.166,443,TRUE,HKG,HK,,,,AS138997
216.236.58.107,443,TRUE,HKG,HK,,,,AS138997
