IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
38.47.96.58,443,TRUE,NRT,JP,Osaka,,,AS400464
38.47.98.146,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.98.146,8443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.99.79,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.99.251,2087,TRUE,KIX,JP,Osaka,,,AS400464
38.47.99.251,2096,TRUE,KIX,JP,Osaka,,,AS400464
38.47.99.251,8443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.110.42,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.110.55,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.111.11,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.111.85,443,TRUE,KIX,JP,Osaka,,,AS400464
38.47.120.58,8443,TRUE,HKG,HK,,,,AS400464
38.47.121.8,443,TRUE,NRT,JP,Tokyo,,,AS147003
38.47.122.66,8443,TRUE,HKG,HK,,,,AS55933
38.47.123.98,2053,TRUE,HKG,HK,,,,AS55933
38.47.123.98,2083,TRUE,HKG,HK,,,,AS55933
102.134.48.130,443,TRUE,NRT,JP,Tokyo,,,AS400464
102.134.49.108,8443,TRUE,NRT,JP,Tokyo,,,AS400464
102.134.50.91,443,TRUE,NRT,JP,Tokyo,,,AS400464
102.134.50.252,443,TRUE,NRT,JP,Tokyo,,,AS400464
167.88.185.82,443,TRUE,KIX,JP,Osaka,,,AS400464
167.88.185.87,443,TRUE,KIX,JP,Osaka,,,AS400464
167.88.185.253,443,TRUE,KIX,JP,Osaka,,,AS400464
167.88.186.18,443,TRUE,KIX,JP,Osaka,,,AS400464
167.88.186.159,443,TRUE,KIX,JP,Osaka,,,AS400464
