IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
38.207.137.129,443,TRUE,NRT,JP,Tokyo,,,AS51847
89.116.88.158,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.76.85.125,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.76.85.210,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.100.158.202,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.137.215.21,8443,TRUE,NRT,JP,Tokyo,,,AS51847
103.137.215.80,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.172.182.7,443,TRUE,SIN,SG,,,,AS51847
116.206.92.122,443,TRUE,NRT,JP,Tokyo,,,AS51847
147.79.59.206,443,TRUE,NRT,JP,Tokyo,,,AS51847
209.146.123.99,443,TRUE,NRT,JP,Saitama,,,AS2497
