IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
23.156.152.252,443,TRUE,LAX,US,California,,,AS401443
45.145.154.244,443,TRUE,SIN,SG,,,,AS51847
62.72.163.116,443,TRUE,HKG,HK,,,,AS401443
62.72.163.144,443,TRUE,HKG,HK,,,,AS202662
82.27.11.24,443,TRUE,HKG,HK,,,,AS212336
82.27.11.25,443,TRUE,HKG,HK,,,,AS212336
82.27.11.155,443,TRUE,HKG,HK,,,,AS212336
85.237.206.231,443,TRUE,TPE,TW,Taiwan,,,AS38136
85.237.207.72,443,TRUE,TPE,TW,Taiwan,,,AS38136
85.237.207.126,443,TRUE,TPE,TW,Taiwan,,,AS38136
85.237.207.238,443,TRUE,TPE,TW,Taiwan,,,AS401443
103.238.129.28,443,TRUE,NRT,JP,Tokyo,,,AS51847
103.238.129.101,443,TRUE,NRT,JP,Tokyo,,,AS401443
103.238.129.121,443,TRUE,NRT,JP,Tokyo,,,AS51847
104.234.0.221,443,TRUE,LAX,US,California,,,AS401443
142.249.60.24,443,TRUE,TPE,TW,Taiwan,,,AS38136
142.249.60.51,443,TRUE,TPE,TW,Taiwan,,,AS38136
154.16.183.190,443,TRUE,HKG,HK,,,,AS202662
