IP地址,端口号,TLS,数据中心,IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,出站IP,出站IP类型,出站IP位置,IPS类型,ASN号码,ASN组织,访问协议,TLS版本,SNI,HTTP版本,WARP,Gateway,RBI,密钥交换,时间戳
116.251.216.12,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,229 ms,2405:4200:f001:9ca7::1,IPv6,新加坡,N/A,24482,SG.GS,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1789803353.000
116.251.216.23,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,230 ms,2405:4200:f001:264a::1,IPv6,新加坡,N/A,24482,SG.GS,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1789803353.000
116.251.217.63,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,230 ms,116.251.217.63,IPv4,新加坡,N/A,59211,OneAsiaHost,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1789803353.000
116.251.217.107,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,230 ms,2405:4200:f001:ba7d::1,IPv6,新加坡,N/A,24482,SG.GS,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1789803353.000
116.251.217.65,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,230 ms,2405:4200:f001:25ed::1,IPv6,新加坡,N/A,24482,SG.GS,https,TLSv1.3,plaintext,http/1.1,off,off,off,X25519MLKEM768,1789803353.000
