IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
207.56.224.182,8443,TRUE,NRT,JP,Tokyo,,,AS137535
207.56.226.132,443,TRUE,NRT,JP,Tokyo,,,AS137535
207.57.121.40,443,TRUE,HKG,HK,,,,AS139659
207.57.121.243,443,TRUE,HKG,HK,,,,AS139659
207.57.122.52,443,TRUE,HKG,HK,,,,AS139659
207.57.123.38,443,TRUE,HKG,HK,,,,AS139659
207.57.123.77,443,TRUE,HKG,HK,,,,AS139659
207.57.123.113,443,TRUE,HKG,HK,,,,AS139659
207.57.123.190,443,TRUE,HKG,HK,,,,AS139659
207.57.123.210,443,TRUE,HKG,HK,,,,AS139659
207.57.123.218,443,TRUE,HKG,HK,,,,AS139659
207.57.123.223,443,TRUE,HKG,HK,,,,AS139659
207.57.123.223,8443,TRUE,BUF,US,New York,,,AS36352
207.57.124.35,443,TRUE,HKG,HK,,,,AS139659
207.57.124.88,443,TRUE,HKG,HK,,,,AS139659
207.57.124.101,443,TRUE,HKG,HK,,,,AS139659
207.57.124.108,443,TRUE,HKG,HK,,,,AS139659
207.57.124.140,443,TRUE,HKG,HK,,,,AS139659
207.57.128.194,443,TRUE,HKG,HK,,,,AS139659
207.57.129.126,443,TRUE,HKG,HK,,,,AS139659
207.57.130.51,8443,TRUE,HKG,HK,,,,AS139659
207.57.131.34,443,TRUE,HKG,HK,,,,AS139659
207.57.131.117,443,TRUE,HKG,HK,,,,AS139659
207.57.132.183,443,TRUE,HKG,HK,,,,AS139659
207.57.132.220,443,TRUE,HKG,HK,,,,AS139659
207.57.133.108,443,TRUE,HKG,HK,,,,AS139659
207.57.133.165,443,TRUE,HKG,HK,,,,AS139659
207.57.133.172,443,TRUE,HKG,HK,,,,AS139659
207.57.134.29,443,TRUE,HKG,HK,,,,AS139659
207.57.134.63,443,TRUE,HKG,HK,,,,AS139659
207.57.134.73,8443,TRUE,HKG,HK,,,,AS139659
207.57.134.179,443,TRUE,HKG,HK,,,,AS139659
207.57.135.109,443,TRUE,HKG,HK,,,,AS139659
207.57.135.204,8443,TRUE,HKG,HK,,,,AS139659
207.57.136.56,443,TRUE,LAX,US,California,,,AS1054
207.57.140.85,8443,TRUE,LAX,US,California,,,AS1054
207.57.140.109,443,TRUE,LAX,US,California,,,AS1054
207.57.140.173,443,TRUE,LAX,US,California,,,AS1054
207.57.141.44,443,TRUE,LAX,US,California,,,AS1054
207.57.141.46,8443,TRUE,LAX,US,California,,,AS1054
207.57.141.98,443,TRUE,LAX,US,California,,,AS1054
207.57.141.113,443,TRUE,LAX,US,California,,,AS1054
207.57.141.195,443,TRUE,LAX,US,California,,,AS1054
207.57.141.218,443,TRUE,LAX,US,California,,,AS1054
207.57.142.6,443,TRUE,LAX,US,California,,,AS1054
207.57.142.8,443,TRUE,LAX,US,California,,,AS1054
207.57.142.12,443,TRUE,LAX,US,California,,,AS1054
207.57.142.34,443,TRUE,LAX,US,California,,,AS1054
207.57.142.39,443,TRUE,LAX,US,California,,,AS1054
207.57.142.121,8443,TRUE,LAX,US,California,,,AS1054
207.57.142.123,443,TRUE,LAX,US,California,,,AS1054
207.57.142.125,8443,TRUE,LAX,US,California,,,AS1054
207.57.142.156,443,TRUE,LAX,US,California,,,AS1054
207.57.142.196,8443,TRUE,LAX,US,California,,,AS1054
207.57.142.201,443,TRUE,LAX,US,California,,,AS1054
207.57.142.222,443,TRUE,LAX,US,California,,,AS1054
207.57.142.241,443,TRUE,LAX,US,California,,,AS1054
207.57.142.249,443,TRUE,LAX,US,California,,,AS1054
207.57.142.252,443,TRUE,LAX,US,California,,,AS1054
207.57.143.3,443,TRUE,LAX,US,California,,,AS1054
207.57.143.15,443,TRUE,LAX,US,California,,,AS1054
207.57.143.22,443,TRUE,LAX,US,California,,,AS1054
207.57.143.114,443,TRUE,SJC,US,California,,,AS1054
207.57.143.123,443,TRUE,LAX,US,California,,,AS1054
207.57.143.141,443,TRUE,LAX,US,California,,,AS1054
207.57.143.188,443,TRUE,LAX,US,California,,,AS1054
207.57.143.210,443,TRUE,LAX,US,California,,,AS1054
207.57.143.237,443,TRUE,LAX,US,California,,,AS1054
207.57.143.251,443,TRUE,LAX,US,California,,,AS1054
207.57.144.45,443,TRUE,LAX,US,California,,,AS1054
207.57.144.52,443,TRUE,LAX,US,California,,,AS1054
207.57.144.62,443,TRUE,LAX,US,California,,,AS1054
207.57.144.97,443,TRUE,LAX,US,California,,,AS1054
207.57.144.99,443,TRUE,LAX,US,California,,,AS1054
207.57.144.111,443,TRUE,LAX,US,California,,,AS1054
207.57.144.116,443,TRUE,LAX,US,California,,,AS1054
207.57.144.188,443,TRUE,LAX,US,California,,,AS1054
207.57.145.24,443,TRUE,LAX,US,California,,,AS1054
207.57.145.53,443,TRUE,LAX,US,California,,,AS1054
207.57.145.73,443,TRUE,LAX,US,California,,,AS1054
207.57.145.80,443,TRUE,LAX,US,California,,,AS1054
207.57.145.87,443,TRUE,LAX,US,California,,,AS174
207.57.145.104,443,TRUE,LAX,US,California,,,AS1054
207.57.145.137,443,TRUE,LAX,US,California,,,AS1054
207.57.145.166,443,TRUE,LAX,US,California,,,AS1054
207.57.145.178,443,TRUE,LAX,US,California,,,AS1054
207.57.145.238,443,TRUE,LAX,US,California,,,AS1054
207.57.145.243,443,TRUE,LAX,US,California,,,AS1054
207.57.146.129,443,TRUE,LAX,US,California,,,AS1054
207.57.146.209,443,TRUE,LAX,US,California,,,AS1054
207.57.187.249,8443,TRUE,LAX,US,California,,,AS13335
