IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
45.120.157.69,443,TRUE,NRT,JP,Tokyo,,,AS134835
45.120.159.237,8443,TRUE,KIX,JP,Osaka,,,AS134835
45.155.220.155,443,TRUE,KIX,JP,Osaka,,,AS134835
103.27.186.94,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.111,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.148,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.160,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.195,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.207,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.220,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.186.237,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.45,8443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.73,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.127,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.139,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.148,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.162,8443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.196,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.208,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.215,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.224,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.27.187.254,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.24.245,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.25.29,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.25.182,2083,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.25.226,8443,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.25.231,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.85.27.26,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.204.174.27,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.204.174.111,443,TRUE,NRT,JP,Tokyo,,,AS134835
103.204.174.133,443,TRUE,NRT,JP,Tokyo,,,AS134835
