IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
45.59.170.20,443,TRUE,AMS,NL,North Holland,,,AS53724
104.156.154.189,443,TRUE,LAX,US,California,,,AS53724
104.156.154.202,443,TRUE,LAX,US,California,,,AS53724
169.128.190.133,443,TRUE,MIA,US,Florida,,,AS53724
199.119.137.32,8443,TRUE,EWR,US,New Jersey,,,AS53724
199.119.137.41,2053,TRUE,EWR,US,New York,,,AS53724
199.119.137.77,2053,TRUE,EWR,US,New York,,,AS53724
199.119.137.78,2053,TRUE,EWR,US,New York,,,AS53724
199.119.137.95,2053,TRUE,EWR,US,New York,,,AS53724
199.119.137.109,2053,TRUE,EWR,US,New York,,,AS53724
199.119.137.239,443,TRUE,EWR,US,New York,,,AS53724
199.119.137.246,443,TRUE,EWR,US,New York,,,AS53724
216.73.157.27,8443,TRUE,AMS,NL,North Holland,,,AS53724
216.73.157.73,2053,TRUE,AMS,NL,North Holland,,,AS53724
