IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
5.61.61.178,443,TRUE,LHR,GB,England,,,AS9009
37.120.140.21,443,FALSE,,,,,,
38.132.122.241,443,TRUE,EWR,US,New Jersey,,,AS9009
38.180.6.148,443,TRUE,EWR,US,New York,,,AS9009
38.180.9.25,443,TRUE,BCN,SG,,,,AS9009
38.180.18.43,8443,TRUE,AMS,BE,Brussels Capital,,,AS9009
38.180.26.237,443,TRUE,MCT,AE,Dubai,,,AS9009
38.180.30.133,443,TRUE,LHR,GB,England,,,AS9009
38.180.48.182,8443,TRUE,FRA,CZ,Prague,,,AS9009
38.180.56.74,443,TRUE,ARN,SE,Stockholm,,,AS9009
38.180.56.101,8443,FALSE,,,,,,
38.180.56.126,443,TRUE,ARN,SE,Stockholm,,,AS9009
38.180.72.162,8443,TRUE,CPH,DK,Capital Region,,,AS9009
38.180.77.113,443,FALSE,,,,,,
38.180.78.255,443,TRUE,GRU,BR,São Paulo,,,AS9009
38.180.79.9,443,TRUE,GRU,BR,São Paulo,,,AS9009
38.180.79.116,443,TRUE,GRU,BR,São Paulo,,,AS9009
38.180.100.80,443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.180.100.237,443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.180.101.195,8443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.180.106.26,443,TRUE,SIN,SG,,,,AS9009
38.180.108.148,443,TRUE,BUD,HU,Budapest,,,AS9009
38.180.109.174,443,TRUE,BUD,HU,Budapest,,,AS9009
38.180.189.21,443,TRUE,HKG,HK,,,,AS9009
38.180.196.40,8443,TRUE,GRU,BR,São Paulo,,,AS9009
38.180.198.240,443,TRUE,FRA,AT,State of Vienna,,,AS9009
38.180.200.185,443,TRUE,LHR,GB,England,,,AS9009
38.180.205.105,8443,TRUE,OTP,RO,Bucharest,,,AS9009
38.180.239.173,443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.180.240.91,443,TRUE,CDG,FR,Île-de-France,,,AS9009
38.180.253.71,443,TRUE,OTP,RO,Bucharest,,,AS9009
38.244.150.113,443,TRUE,BCN,SG,,,,AS9009
38.244.164.30,443,TRUE,CDG,FR,Île-de-France,,,AS9009
38.244.190.40,443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.244.190.206,443,TRUE,FRA,RS,Central Serbia,,,AS9009
38.244.190.235,443,TRUE,FRA,RS,Central Serbia,,,AS9009
45.11.181.161,443,TRUE,OTP,RO,Bucharest,,,AS9009
45.84.123.79,443,FALSE,,,,,,
45.84.123.197,443,FALSE,,,,,,
45.128.36.72,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.81,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.85,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.94,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.98,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.99,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.107,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.108,443,TRUE,EWR,US,New York,,,AS9009
45.128.36.114,443,TRUE,EWR,US,New York,,,AS9009
45.128.37.131,443,FALSE,,,,,,
45.128.37.148,443,TRUE,FRA,IT,Lombardy,,,AS9009
45.136.199.148,443,TRUE,OTP,RO,Bucharest,,,AS9009
45.147.44.148,443,TRUE,LHR,GB,England,,,AS9009
80.96.45.33,443,TRUE,AMS,NL,North Holland,,,AS9009
80.96.156.58,443,TRUE,NRT,JP,Tokyo,,,AS9009
82.38.14.50,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.52,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.54,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.57,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.58,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.59,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.60,443,TRUE,EWR,US,New York,,,AS9009
82.38.14.61,443,TRUE,EWR,US,New York,,,AS9009
