IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
38.6.219.3,8443,TRUE,HKG,HK,,,,AS61112
38.6.219.125,443,TRUE,HKG,HK,,,,AS61112
38.6.219.125,8443,TRUE,HKG,HK,,,,AS61112
38.165.64.144,443,TRUE,SJC,US,California,,,AS54600
104.233.189.28,443,TRUE,SJC,US,California,,,AS54600
104.233.200.112,443,TRUE,SJC,US,California,,,AS54600
104.233.209.115,443,TRUE,SJC,US,California,,,AS54600
107.148.227.24,443,TRUE,SJC,US,California,,,AS54600
107.148.244.170,443,TRUE,EWR,US,New York,,,AS701
137.175.62.104,443,TRUE,SJC,US,California,,,AS54600
137.175.62.104,8443,TRUE,SJC,US,California,,,AS54600
137.175.65.186,443,TRUE,SJC,US,California,,,AS54600
137.175.98.28,443,TRUE,SJC,US,California,,,AS54600
137.175.102.153,443,TRUE,SJC,US,California,,,AS54600
137.175.107.5,443,TRUE,SJC,US,California,,,AS54600
137.175.127.130,443,TRUE,SJC,US,California,,,AS54600
192.74.225.162,443,TRUE,SJC,US,California,,,AS54600
198.2.237.25,443,TRUE,SJC,US,California,,,AS54600
198.2.237.25,8443,TRUE,SJC,US,California,,,AS54600
198.200.39.123,443,TRUE,SJC,US,California,,,AS54600
198.200.42.198,8443,TRUE,SJC,US,California,,,AS54600
198.200.52.69,443,TRUE,SJC,US,California,,,AS54600
