IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
45.127.32.15,443,TRUE,SIN,SG,,,,AS134677
45.127.34.59,8443,TRUE,SIN,SG,,,,AS134677
45.127.34.109,443,TRUE,SIN,SG,,,,AS134677
92.113.124.38,443,TRUE,NRT,JP,Tokyo,,,AS134677
92.113.124.40,443,TRUE,NRT,JP,Tokyo,,,AS134677
92.113.124.137,8443,TRUE,NRT,JP,Tokyo,,,AS13335
92.113.124.143,443,TRUE,NRT,JP,Tokyo,,,AS134677
92.113.124.145,443,TRUE,NRT,JP,Tokyo,,,AS134677
92.113.124.215,2096,TRUE,NRT,JP,Tokyo,,,AS36530
92.113.124.228,443,TRUE,NRT,JP,Tokyo,,,AS134677
92.113.124.253,443,TRUE,NRT,JP,Tokyo,,,AS134677
103.195.188.192,443,TRUE,SIN,SG,,,,AS134677
103.195.188.206,443,TRUE,SIN,SG,,,,AS134677
103.195.188.229,443,TRUE,SIN,SG,,,,AS134677
103.195.191.70,443,TRUE,SIN,SG,,,,AS134677
103.195.191.118,443,TRUE,SIN,SG,,,,AS134677
103.195.191.121,443,TRUE,SIN,SG,,,,AS134677
103.195.191.165,443,TRUE,SIN,SG,,,,AS134677
103.195.191.240,443,TRUE,SIN,SG,,,,AS134677
104.234.174.159,443,TRUE,SIN,SG,,,,AS134677
151.245.90.60,8443,TRUE,HKG,HK,,,,AS134677
151.245.90.96,8443,TRUE,HKG,HK,,,,AS36530
151.245.90.155,443,TRUE,HKG,HK,,,,AS134677
151.245.90.160,443,TRUE,HKG,HK,,,,AS134677
166.88.227.121,443,TRUE,MCI,US,Missouri,,,AS134677
166.88.227.121,8443,TRUE,MCI,US,Missouri,,,AS134677
166.88.227.145,443,TRUE,MCI,US,Missouri,,,AS134677
178.239.117.24,443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.27,443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.56,443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.127,443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.198,443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.205,8443,TRUE,NRT,JP,Tokyo,,,AS134677
178.239.117.224,443,TRUE,NRT,JP,Tokyo,,,AS134677
202.73.4.145,443,TRUE,HKG,HK,,,,AS134677
