IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
31.220.15.39,2083,TRUE,ARN,SE,Stockholm,,,AS63473
31.220.42.244,443,TRUE,AMS,NL,North Holland,,,AS63473
31.220.44.146,443,TRUE,AMS,NL,Flevoland,,,AS63473
31.220.45.126,443,TRUE,AMS,NL,North Holland,,,AS63473
45.45.217.48,443,TRUE,LAX,US,Arizona,,,AS11878
45.91.92.104,443,TRUE,FRA,CH,Zurich,,,AS63473
45.91.92.104,2087,TRUE,FRA,CH,Zurich,,,AS63473
45.91.94.23,443,TRUE,BTS,AT,State of Vienna,,,AS63473
45.91.94.241,443,TRUE,BTS,AT,State of Vienna,,,AS63473
45.132.75.78,443,TRUE,HKG,SG,,,,AS215502
45.132.75.186,8443,TRUE,SIN,SG,,,,AS63473
45.151.142.117,8443,TRUE,AMS,NL,North Holland,,,AS63473
45.151.142.239,443,TRUE,AMS,NL,Flevoland,,,AS63473
83.138.53.49,443,TRUE,AMS,NL,North Holland,,,AS63473
83.138.53.49,8443,TRUE,AMS,NL,North Holland,,,AS63473
85.155.176.11,8443,TRUE,SIN,KR,Seoul,,,AS63473
85.155.176.13,8443,TRUE,SIN,KR,Seoul,,,AS63473
85.155.176.44,8443,TRUE,SIN,KR,Seoul,,,AS63473
85.155.176.93,8443,TRUE,SIN,KR,Seoul,,,AS63473
85.155.176.104,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.176.105,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.176.106,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.176.130,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.176.154,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.176.252,8443,TRUE,NRT,KR,Seoul,,,AS63473
85.155.177.125,8443,TRUE,SIN,KR,Seoul,,,AS63473
85.155.178.201,443,TRUE,LAX,US,California,,,AS63473
85.155.180.247,443,TRUE,LHR,GB,England,,,AS63473
85.155.190.167,443,TRUE,AMS,NL,Flevoland,,,AS63473
85.155.190.250,443,TRUE,AMS,NL,Flevoland,,,AS63473
85.155.190.250,8443,TRUE,AMS,NL,Flevoland,,,AS63473
85.155.190.254,443,TRUE,AMS,NL,North Holland,,,AS63473
85.155.191.72,2096,TRUE,AMS,NL,Flevoland,,,AS63473
85.155.191.223,443,TRUE,AMS,NL,Flevoland,,,AS63473
91.190.155.173,2083,TRUE,OSL,NO,Oslo,,,AS63473
103.63.30.19,443,TRUE,FRA,CH,Zurich,,,AS63473
103.63.30.73,443,TRUE,FRA,CH,Zurich,,,AS63473
103.63.30.120,443,TRUE,ZRH,CH,Zurich,,,AS63473
103.63.30.163,443,TRUE,ZRH,CH,Zurich,,,AS63473
103.63.30.230,443,TRUE,FRA,CH,Zurich,,,AS63473
103.167.150.46,443,TRUE,SIN,SG,,,,AS63473
134.195.91.66,8443,TRUE,LAX,US,California,,,AS63473
134.195.91.203,443,FALSE,,,,,,
140.99.243.231,8443,TRUE,NRT,JP,Tokyo,,,AS63473
151.242.85.171,8443,TRUE,HKG,HK,,,,AS63473
153.92.126.18,443,TRUE,TXL,SE,Stockholm,,,AS63473
153.92.126.221,443,TRUE,ARN,SE,Stockholm,,,AS63473
153.92.127.26,443,TRUE,AMS,NL,Flevoland,,,AS63473
167.104.96.16,8443,TRUE,HKG,HK,,,,AS63473
167.104.100.76,443,TRUE,SIN,SG,,,,AS63473
167.104.100.179,443,TRUE,SIN,SG,,,,AS63473
167.104.104.65,8443,TRUE,ARN,SE,Stockholm,,,AS63473
167.104.104.138,8443,TRUE,TXL,SE,Stockholm,,,AS63473
167.104.104.223,443,TRUE,TXL,SE,Stockholm,,,AS63473
167.104.104.226,443,TRUE,TXL,SE,Stockholm,,,AS63473
167.104.110.148,443,TRUE,BTS,AT,State of Vienna,,,AS63473
167.148.6.161,2083,TRUE,NRT,JP,Tokyo,,,AS63473
167.148.6.161,2087,TRUE,NRT,JP,Tokyo,,,AS63473
170.205.39.165,8443,TRUE,NRT,JP,Tokyo,,,AS63473
176.126.70.158,443,TRUE,TXL,SE,Stockholm,,,AS63473
176.126.84.104,8443,TRUE,TXL,SE,Stockholm,,,AS63473
176.126.85.109,443,TRUE,AMS,NL,Flevoland,,,AS63473
176.126.85.241,443,TRUE,AMS,NL,Flevoland,,,AS63473
176.126.86.33,443,TRUE,ARN,SE,Stockholm,,,AS63473
185.175.58.196,443,TRUE,BTS,AT,State of Vienna,,,AS63473
185.197.30.6,443,TRUE,LAX,US,California,,,AS63473
185.198.26.178,443,TRUE,SJC,US,California,,,AS63473
185.198.26.215,443,TRUE,LAX,US,California,,,AS63473
185.198.26.246,443,TRUE,LAX,US,California,,,AS63473
185.213.24.244,443,TRUE,ARN,SE,Stockholm,,,AS63473
188.93.140.230,443,TRUE,TXL,SE,Stockholm,,,AS63473
188.93.140.248,443,TRUE,ARN,SE,Stockholm,,,AS63473
188.244.117.27,443,TRUE,FRA,CH,Zurich,,,AS63473
188.244.117.197,8443,TRUE,ZRH,CH,Zurich,,,AS63473
194.29.186.253,443,TRUE,HKG,HK,,,,AS63473
