IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
31.57.172.97,443,TRUE,NRT,JP,Tokyo,,,AS212336
31.57.172.215,443,TRUE,NRT,JP,Tokyo,,,AS212336
31.57.172.245,443,TRUE,NRT,JP,Tokyo,,,AS212336
38.49.36.14,443,TRUE,LAX,US,California,,,AS212336
38.49.36.16,443,TRUE,LAX,US,California,,,AS212336
38.49.36.176,443,TRUE,LAX,US,California,,,AS212336
38.49.36.211,443,TRUE,LAX,US,California,,,AS212336
38.49.36.234,443,TRUE,LAX,US,California,,,AS212336
38.49.36.251,443,TRUE,LAX,US,California,,,AS212336
38.49.36.251,8443,TRUE,LAX,US,California,,,AS212336
69.8.128.81,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.88,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.99,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.163,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.176,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.202,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.207,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.234,443,TRUE,NRT,JP,Tokyo,,,AS212336
69.8.128.245,443,TRUE,NRT,JP,Tokyo,,,AS212336
77.93.157.165,443,TRUE,DEN,US,Utah,,,AS212336
79.99.78.7,443,TRUE,SLC,US,Utah,,,AS212336
79.99.78.67,443,TRUE,SLC,US,Utah,,,AS212336
79.99.78.77,443,TRUE,SLC,US,Utah,,,AS212336
79.99.78.93,443,TRUE,DEN,US,Utah,,,AS212336
79.99.78.180,443,TRUE,DEN,US,Utah,,,AS212336
79.99.78.202,443,TRUE,DEN,US,Utah,,,AS212336
79.99.78.251,443,TRUE,SLC,US,Utah,,,AS212336
89.28.239.43,443,TRUE,SIN,SG,,,,AS212336
89.28.239.58,443,TRUE,SIN,SG,,,,AS212336
89.28.239.67,443,TRUE,SIN,SG,,,,AS212336
89.28.239.134,443,TRUE,SIN,SG,,,,AS212336
89.28.239.171,443,TRUE,SIN,SG,,,,AS212336
89.28.239.178,443,TRUE,SIN,SG,,,,AS212336
89.28.239.234,8443,TRUE,SIN,SG,,,,AS212336
89.34.227.6,8443,TRUE,SIN,SG,,,,AS38136
89.34.227.11,443,TRUE,SIN,SG,,,,AS212336
89.34.227.45,443,TRUE,SIN,SG,,,,AS212336
89.34.227.67,8443,TRUE,SIN,SG,,,,AS212336
89.34.227.105,2053,TRUE,SIN,SG,,,,AS212336
89.34.227.155,8443,TRUE,SIN,SG,,,,AS212336
89.34.227.224,8443,TRUE,SIN,SG,,,,AS38136
89.34.227.245,443,TRUE,SIN,SG,,,,AS38136
109.176.19.174,443,TRUE,SIN,SG,,,,AS212336
109.176.19.174,2083,TRUE,SIN,SG,,,,AS38136
