IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
5.39.27.184,443,TRUE,AMS,FR,Hauts-de-France,,,AS16276
5.39.50.38,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
5.39.50.38,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
5.135.153.73,8443,FALSE,,,,,,
5.178.110.37,443,TRUE,FRA,DE,Hesse,,,AS16276
5.178.110.42,443,FALSE,,,,,,
5.196.23.46,443,FALSE,,,,,,
5.196.27.246,8443,TRUE,FRA,FR,Grand Est,,,AS16276
5.196.83.152,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
15.204.8.232,443,TRUE,PDX,US,Oregon,,,AS16276
15.204.11.154,443,TRUE,PDX,US,Oregon,,,AS16276
15.204.83.44,8443,TRUE,PDX,US,Oregon,,,AS16276
15.204.106.24,443,TRUE,PDX,US,Oregon,,,AS16276
15.204.116.58,443,FALSE,,,,,,
15.204.116.212,443,TRUE,PDX,US,Oregon,,,AS16276
15.204.173.154,443,TRUE,IAD,US,Virginia,,,AS16276
15.204.173.154,8443,TRUE,IAD,US,Virginia,,,AS16276
15.204.208.187,443,TRUE,IAD,US,Virginia,,,AS16276
15.204.209.24,443,FALSE,,,,,,
15.204.216.196,8443,TRUE,IAD,US,Virginia,,,AS16276
15.204.224.59,8443,TRUE,IAD,US,Virginia,,,AS16276
15.204.226.174,8443,TRUE,IAD,US,Virginia,,,AS16276
15.235.22.204,443,TRUE,YYZ,CA,Quebec,,,AS16276
15.235.22.204,8443,TRUE,YYZ,CA,Quebec,,,AS16276
15.235.104.68,8443,TRUE,YUL,CA,Quebec,,,AS16276
15.235.164.127,443,TRUE,SIN,SG,,,,AS16276
15.235.212.159,8443,TRUE,SIN,SG,,,,AS16276
37.59.110.94,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
37.59.114.37,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
37.59.127.22,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
37.187.98.185,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
40.160.2.51,443,TRUE,IAD,US,Virginia,,,AS16276
40.160.6.248,8443,TRUE,IAD,US,Virginia,,,AS16276
40.160.227.95,443,TRUE,LAX,US,California,,,AS16276
40.160.227.95,8443,TRUE,LAX,US,California,,,AS16276
40.160.252.64,443,TRUE,EWR,US,New York,,,AS16276
45.112.195.145,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
45.149.63.83,443,TRUE,WAW,PL,Mazovia,,,AS16276
46.105.64.116,443,FALSE,,,,,,
51.38.44.17,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.38.73.235,443,TRUE,LHR,GB,England,,,AS16276
51.38.82.153,443,TRUE,LHR,GB,England,,,AS16276
51.38.122.195,443,TRUE,FRA,DE,Hesse,,,AS16276
51.38.128.30,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.38.134.24,443,FALSE,,,,,,
51.38.176.160,443,FALSE,,,,,,
51.68.107.8,443,TRUE,AMS,FR,Hauts-de-France,,,AS16276
51.68.130.66,8443,TRUE,WAW,PL,Mazovia,,,AS16276
51.68.130.118,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.68.141.223,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.68.142.243,8443,TRUE,WAW,PL,Mazovia,,,AS16276
51.68.163.155,443,TRUE,FRA,DE,Hesse,,,AS16276
51.68.180.181,443,TRUE,FRA,DE,Hesse,,,AS16276
51.68.215.80,8443,TRUE,LHR,GB,England,,,AS16276
51.68.219.187,8443,TRUE,LHR,GB,England,,,AS16276
51.75.27.43,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.75.32.106,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.75.32.106,8443,TRUE,WAW,PL,Mazovia,,,AS16276
51.75.69.223,443,TRUE,FRA,DE,Hesse,,,AS16276
51.75.69.223,8443,TRUE,FRA,DE,Hesse,,,AS16276
51.75.170.141,8443,TRUE,LHR,GB,England,,,AS16276
51.75.182.116,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.75.190.183,443,TRUE,AMS,FR,Hauts-de-France,,,AS16276
51.75.204.89,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.77.58.226,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.77.103.116,443,TRUE,LHR,GB,England,,,AS16276
51.77.192.145,443,FALSE,,,,,,
51.77.192.224,8443,FALSE,,,,,,
51.77.203.204,443,TRUE,FRA,FR,Grand Est,,,AS16276
51.79.22.176,443,TRUE,YYZ,CA,Quebec,,,AS16276
51.79.45.156,443,TRUE,YYZ,CA,Quebec,,,AS16276
51.79.50.234,8443,TRUE,YUL,CA,Quebec,,,AS16276
51.79.156.240,8443,TRUE,SIN,SG,,,,AS16276
51.79.157.158,443,TRUE,SIN,SG,,,,AS16276
51.79.168.27,443,TRUE,SIN,SG,,,,AS16276
51.79.177.53,443,TRUE,SIN,SG,,,,AS16276
51.79.188.237,443,TRUE,SIN,SG,,,,AS16276
51.81.203.226,443,TRUE,PDX,US,Oregon,,,AS16276
51.81.209.10,443,TRUE,PDX,US,Oregon,,,AS16276
51.81.222.56,443,TRUE,PDX,US,Oregon,,,AS16276
51.81.223.184,443,TRUE,PDX,US,Oregon,,,AS16276
51.83.70.96,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.83.98.78,8443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.83.128.182,8443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.129.15,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.135.182,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.160.93,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.160.93,8443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.167.100,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.167.101,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.176.106,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.186.193,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.199.35,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.199.98,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.206.178,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.235.69,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.83.235.103,443,TRUE,WAW,PL,Mazovia,,,AS16276
51.89.22.226,443,TRUE,FRA,DE,Hesse,,,AS16276
51.89.149.252,443,TRUE,LHR,GB,England,,,AS16276
51.91.10.224,443,TRUE,FRA,FR,Grand Est,,,AS16276
51.91.16.135,443,TRUE,CDG,FR,Hauts-de-France,,,AS16276
51.91.40.26,443,TRUE,FRA,FR,Grand Est,,,AS16276
51.91.78.12,443,TRUE,FRA,FR,Grand Est,,,AS16276
51.91.78.12,8443,TRUE,FRA,FR,Grand Est,,,AS16276
51.91.79.136,443,TRUE,FRA,FR,Grand Est,,,AS16276
