IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
45.61.48.187,443,TRUE,EWR,US,New York,,,AS36007
45.130.164.109,443,TRUE,SIN,SG,,,,AS36007
45.130.165.92,443,TRUE,SIN,SG,,,,AS36007
45.130.166.154,8443,TRUE,NRT,JP,Tokyo,,,AS36007
45.147.250.39,443,TRUE,MXP,IT,Lombardy,,,AS36007
45.147.251.249,443,TRUE,MAD,ES,Madrid,,,AS36007
45.147.251.249,2083,TRUE,MAD,ES,Madrid,,,AS36007
45.147.251.249,2087,TRUE,MAD,ES,Madrid,,,AS36007
45.147.251.249,8443,TRUE,MAD,ES,Madrid,,,AS36007
45.248.37.164,2053,TRUE,ARN,SE,Stockholm,,,AS36007
45.248.37.164,8443,TRUE,ARN,SE,Stockholm,,,AS36007
66.55.65.37,8443,TRUE,IAD,US,New York,,,AS36007
74.113.234.220,8443,TRUE,SIN,SG,,,,AS36007
79.108.164.203,443,TRUE,ARN,NL,Utrecht,,,AS36007
91.223.169.175,8443,TRUE,ARN,SE,Stockholm,,,AS36007
91.223.169.187,443,TRUE,ARN,SE,Stockholm,,,AS36007
93.93.205.70,443,TRUE,ARN,SE,Stockholm,,,AS36007
103.45.245.7,443,TRUE,MAD,ES,Madrid,,,AS36007
103.45.245.7,2083,TRUE,MAD,ES,Madrid,,,AS36007
103.45.245.7,2087,TRUE,MAD,ES,Madrid,,,AS36007
103.45.245.7,8443,TRUE,MAD,ES,Madrid,,,AS36007
103.45.245.208,2053,TRUE,MAD,ES,Madrid,,,AS36007
103.45.245.208,8443,TRUE,MAD,ES,Madrid,,,AS36007
103.54.57.172,2053,TRUE,IAD,US,New York,,,AS36007
103.54.58.173,443,TRUE,EWR,US,New York,,,AS36007
103.90.161.205,443,TRUE,MIA,US,Florida,,,AS36007
103.240.146.12,443,TRUE,MAD,ES,Madrid,,,AS36007
103.240.146.12,2083,TRUE,MAD,ES,Madrid,,,AS36007
103.240.146.12,2087,TRUE,MAD,ES,Madrid,,,AS36007
103.240.146.12,8443,TRUE,MAD,ES,Madrid,,,AS36007
103.240.147.182,443,TRUE,MXP,IT,Lombardy,,,AS36007
103.241.66.230,8443,TRUE,MXP,IT,Lombardy,,,AS13335
103.241.67.157,443,TRUE,MAD,ES,Madrid,,,AS36007
103.241.67.157,2083,TRUE,MAD,ES,Madrid,,,AS36007
103.241.67.157,2087,TRUE,MAD,ES,Madrid,,,AS36007
103.241.67.157,8443,TRUE,MAD,ES,Madrid,,,AS36007
104.128.65.17,8443,TRUE,EWR,US,New York,,,AS36007
113.30.149.24,443,TRUE,MAD,ES,Madrid,,,AS36007
113.30.150.132,443,TRUE,MXP,IT,Lombardy,,,AS36007
113.30.150.229,443,TRUE,MXP,IT,Lombardy,,,AS36007
113.30.150.229,8443,TRUE,MXP,IT,Lombardy,,,AS36007
113.30.151.151,2053,TRUE,MXP,IT,Lombardy,,,AS36007
113.30.151.151,8443,TRUE,MXP,IT,Lombardy,,,AS36007
113.30.151.236,8443,TRUE,MXP,IT,Lombardy,,,AS13335
138.128.247.246,443,TRUE,EWR,US,New York,,,AS36007
185.47.172.172,8443,TRUE,MXP,IT,Lombardy,,,AS36007
185.159.75.51,443,TRUE,ARN,SE,Stockholm,,,AS36007
185.159.75.65,443,TRUE,ARN,SE,Stockholm,,,AS36007
185.159.75.104,443,TRUE,ARN,SE,Stockholm,,,AS36007
193.168.172.133,443,TRUE,ARN,SE,Stockholm,,,AS36007
198.52.244.111,443,TRUE,LAX,US,California,,,AS36007
207.126.164.208,443,TRUE,LAX,US,California,,,AS36007
209.182.216.195,443,TRUE,EWR,US,New York,,,AS36007
