IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
23.111.15.31,443,TRUE,SIN,SG,,,,AS59253
23.111.15.31,8443,TRUE,SIN,SG,,,,AS59253
23.111.15.141,443,TRUE,SIN,SG,,,,AS59253
64.120.94.97,443,TRUE,SIN,SG,,,,AS59253
64.120.94.186,8443,FALSE,,,,,,
64.120.94.225,443,TRUE,SIN,SG,,,,AS59253
64.120.95.56,8443,TRUE,SIN,SG,,,,AS59253
64.120.95.175,8443,TRUE,SIN,SG,,,,AS59253
69.161.221.225,443,TRUE,SIN,SG,,,,AS59253
69.161.221.225,8443,TRUE,SIN,SG,,,,AS59253
69.161.221.236,443,TRUE,SIN,SG,,,,AS59253
96.9.210.191,443,FALSE,,,,,,
142.91.103.90,443,FALSE,,,,,,
142.91.103.228,8443,TRUE,SIN,SG,,,,AS59253
172.255.210.72,8443,FALSE,,,,,,
194.127.192.138,443,TRUE,SIN,SG,,,,AS59253
194.127.192.179,443,TRUE,SIN,SG,,,,AS59253
194.127.193.0,443,TRUE,SIN,SG,,,,AS59253
194.127.193.43,443,TRUE,SIN,SG,,,,AS59253
195.85.19.136,443,TRUE,SIN,SG,,,,AS59253
195.85.19.194,8443,TRUE,SIN,SG,,,,AS59253
195.85.19.230,8443,TRUE,SIN,SG,,,,AS59253
