IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
45.129.2.193,443,TRUE,ARN,RU,Moscow,,,AS51659
45.129.2.201,443,TRUE,ARN,RU,Moscow,,,AS51659
45.129.3.3,443,TRUE,AMS,RU,Moscow,,,AS51711
45.129.3.125,8443,TRUE,AMS,RU,Moscow,,,AS51711
45.140.168.231,443,TRUE,AMS,RU,Moscow,,,AS51711
45.140.169.59,443,TRUE,AMS,RU,Moscow,,,AS51711
45.140.169.106,443,TRUE,AMS,RU,Moscow,,,AS51711
45.147.200.141,8443,TRUE,AMS,RU,Moscow,,,AS51659
46.17.40.146,443,TRUE,AMS,RU,Moscow,,,AS51711
46.17.43.161,8443,TRUE,ARN,RU,Moscow,,,AS51659
46.17.44.143,443,TRUE,AMS,RU,Moscow,,,AS51711
46.17.45.216,443,TRUE,AMS,RU,Moscow,,,AS51711
46.17.47.48,443,TRUE,ARN,RU,Tatarstan Republic,,,AS51659
46.29.163.52,443,TRUE,AMS,RU,Moscow,,,AS51711
46.29.166.202,8443,TRUE,AMS,RU,Moscow,,,AS51659
91.206.92.160,443,TRUE,DME,RU,Tatarstan Republic,,,AS51659
91.206.92.160,8443,TRUE,DME,RU,Tatarstan Republic,,,AS51659
176.32.33.75,8443,TRUE,ARN,RU,Tatarstan Republic,,,AS51659
176.32.34.53,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.34.68,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.34.68,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.34.117,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.34.117,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.34.249,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
176.32.35.223,443,TRUE,AMS,RU,Moscow,,,AS51711
185.22.154.43,443,TRUE,AMS,RU,Moscow,,,AS51711
185.22.154.133,443,TRUE,ARN,RU,Moscow,,,AS51659
185.22.154.239,443,TRUE,HEL,FI,Uusimaa,,,AS24940
185.22.155.88,443,TRUE,AMS,RU,Moscow,,,AS51711
194.87.197.73,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.48.58,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.48.222,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.48.252,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.49.159,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.49.192,443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
195.58.49.192,8443,TRUE,ARN,RU,St.-Petersburg,,,AS51659
