IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
1.232.152.58,443,FALSE,,,,,,
23.27.1.161,443,TRUE,ICN,KR,Seoul,,,AS9318
23.27.1.241,443,TRUE,ICN,KR,Seoul,,,AS9318
39.115.137.14,443,TRUE,HKG,KR,Incheon,,,AS9318
110.10.178.240,443,TRUE,ICN,KR,Incheon,,,AS9318
114.204.39.195,443,TRUE,NRT,KR,Gyeonggi-do,,,AS9318
114.204.40.185,443,TRUE,NRT,KR,Gyeonggi-do,,,AS9318
114.204.44.25,443,TRUE,KIX,KR,Seoul,,,AS9318
136.0.246.121,443,TRUE,ICN,KR,Seoul,,,AS9318
211.49.57.134,443,TRUE,ICN,KR,Seoul,,,AS9318
211.110.208.116,443,TRUE,ICN,KR,Incheon,,,AS9318
