IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
5.22.210.100,443,FALSE,,,,,,
5.22.216.126,443,TRUE,MAD,ES,Madrid,,,AS202053
5.22.221.187,443,TRUE,WAW,PL,Mazovia,,,AS202053
81.27.97.73,443,TRUE,HEL,FI,Uusimaa,,,AS202053
81.27.97.222,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
81.27.102.88,443,TRUE,WAW,PL,Mazovia,,,AS202053
81.27.102.159,443,TRUE,WAW,PL,Mazovia,,,AS202053
81.27.103.226,443,TRUE,WAW,PL,Mazovia,,,AS202053
81.27.106.151,443,TRUE,ARN,SE,Stockholm,,,AS202053
85.9.201.117,443,TRUE,AMS,DE,Hesse,,,AS202053
85.9.204.176,443,TRUE,FRA,DE,Hesse,,,AS202053
85.9.212.81,443,TRUE,AMS,NL,North Holland,,,AS202053
85.9.216.165,2083,TRUE,AMS,NL,North Holland,,,AS202053
87.58.144.195,443,TRUE,ARN,FI,Uusimaa,,,AS202053
87.58.145.44,443,TRUE,HEL,FI,Uusimaa,,,AS202053
87.58.145.44,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
87.58.145.255,443,TRUE,HEL,FI,Uusimaa,,,AS202053
87.58.146.23,443,TRUE,ARN,FI,Uusimaa,,,AS202053
94.237.8.239,443,TRUE,ARN,FI,Uusimaa,,,AS202053
94.237.8.239,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.16.75,443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.16.75,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.18.53,443,TRUE,ARN,FI,Uusimaa,,,AS202053
94.237.36.33,443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.39.34,443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.40.91,443,TRUE,FRA,NL,North Holland,,,AS202053
94.237.46.151,443,TRUE,AMS,NL,North Holland,,,AS202053
94.237.57.229,443,TRUE,LHR,GB,England,,,AS202053
94.237.59.221,443,FALSE,,,,,,
94.237.65.232,443,TRUE,SIN,SG,,,,AS202053
94.237.66.99,443,TRUE,SIN,SG,,,,AS202053
94.237.78.67,443,TRUE,SIN,SG,,,,AS202053
94.237.89.11,443,TRUE,AMS,DE,Hesse,,,AS202053
94.237.100.22,443,TRUE,FRA,DE,Hesse,,,AS202053
94.237.105.60,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.106.204,443,TRUE,ARN,FI,Uusimaa,,,AS202053
94.237.110.43,443,FALSE,,,,,,
94.237.112.223,443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.113.39,443,TRUE,HEL,FI,Uusimaa,,,AS202053
94.237.114.50,443,TRUE,HEL,FI,Uusimaa,,,AS202053
95.111.218.112,443,TRUE,SYD,AU,New South Wales,,,AS202053
185.20.137.164,443,TRUE,HEL,FI,Uusimaa,,,AS202053
185.26.48.167,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.224.250,443,TRUE,ARN,SE,Stockholm,,,AS202053
212.147.231.45,443,TRUE,FRA,DE,Hesse,,,AS202053
212.147.231.213,443,TRUE,AMS,DE,Hesse,,,AS202053
212.147.236.121,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.236.121,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.239.50,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.241.185,443,TRUE,ARN,FI,Uusimaa,,,AS202053
212.147.246.81,443,TRUE,ARN,SE,Stockholm,,,AS202053
212.147.249.112,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.249.131,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.249.131,2087,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.249.250,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.250.99,8443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.251.41,443,TRUE,HEL,FI,Uusimaa,,,AS202053
212.147.255.112,443,TRUE,SYD,AU,New South Wales,,,AS202053
213.163.196.250,443,TRUE,SIN,SG,,,,AS202053
213.163.198.37,443,TRUE,SIN,SG,,,,AS202053
213.163.201.54,443,TRUE,SIN,SG,,,,AS202053
213.163.201.54,8443,TRUE,SIN,SG,,,,AS202053
213.163.202.31,443,TRUE,SIN,SG,,,,AS202053
213.163.204.251,443,TRUE,SIN,SG,,,,AS202053
213.163.204.251,8443,TRUE,SIN,SG,,,,AS202053
